alert_id,transaction_id,client_id,date,hour,amount,transaction_type,counterparty_country,alert_confidence,ml_suspicion_score,reason_codes,explanation,is_suspicious
AML-2024-0020,TXN_05973,CLIENT_025,2024-12-08,13,79531.55,CASH_DEPOSIT,UK,CRITICAL,0.7691942759624635,LARGE_TRANSFER|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 79,531.55); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.77).",1
AML-2024-0021,TXN_06484,CLIENT_050,2024-03-08,4,41297.74,CASH_WITHDRAWAL,UK,CRITICAL,0.7692338777767701,LARGE_TRANSFER|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 41,297.74); transaction outside business hours (04:00); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.77).",1
AML-2024-0022,TXN_02389,CLIENT_006,2024-10-18,3,72312.11,CARD_PAYMENT,France,CRITICAL,0.7699296292136013,LARGE_TRANSFER|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 72,312.11); transaction outside business hours (03:00); ML high confidence (score: 0.77).",1
AML-2024-0023,TXN_05595,CLIENT_016,2025-10-01,16,4779.21,CASH_DEPOSIT,Switzerland,CRITICAL,0.7710683338118723,HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: high-risk jurisdiction (Switzerland - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.77).,1
AML-2024-0024,TXN_03243,CLIENT_022,2024-10-12,10,9725.51,CASH_WITHDRAWAL,UK,CRITICAL,0.7712760401996525,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,725.51 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.77).",0
AML-2024-0025,TXN_06611,CLIENT_045,2024-08-27,2,26932.28,CARD_PAYMENT,UK,CRITICAL,0.7731558000560805,LARGE_TRANSFER|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 26,932.28); transaction outside business hours (02:00); ML high confidence (score: 0.77).",1
AML-2024-0026,TXN_05190,CLIENT_030,2024-12-15,15,21051.38,TRANSFER,UAE,CRITICAL,0.7741514878088904,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 21,051.38); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.77).",1
AML-2024-0027,TXN_05228,CLIENT_017,2024-01-13,5,882.77,TRANSFER,Panama,CRITICAL,0.7745162805745514,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (05:00); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.77).,1
AML-2024-0028,TXN_09004,CLIENT_041,2024-07-28,17,30657.54,CARD_PAYMENT,Russia,CRITICAL,0.7749834892804941,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 30,657.54); high-risk jurisdiction (Russia - FATF monitored); ML high confidence (score: 0.77).",0
AML-2024-0029,TXN_05811,CLIENT_014,2025-11-25,17,42393.95,CASH_DEPOSIT,UK,CRITICAL,0.7763605745872735,LARGE_TRANSFER|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 42,393.95); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.78).",1
AML-2024-0030,TXN_03327,CLIENT_010,2024-04-07,0,2098.96,CASH_WITHDRAWAL,Switzerland,CRITICAL,0.7763701974859312,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (Switzerland - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.78).,1
AML-2024-0031,TXN_08374,CLIENT_032,2024-02-25,4,665.85,CASH_WITHDRAWAL,British Virgin Islands,CRITICAL,0.6191029486438406,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION,Flagged because: transaction outside business hours (04:00); high-risk jurisdiction (British Virgin Islands - FATF monitored); cash-based transaction (CASH_WITHDRAWAL).,0
AML-2024-0032,TXN_04492,CLIENT_020,2024-10-30,1,3028.52,CASH_DEPOSIT,Panama,CRITICAL,0.6953167033376215,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION,Flagged because: transaction outside business hours (01:00); high-risk jurisdiction (Panama - FATF monitored); cash-based transaction (CASH_DEPOSIT).,0
AML-2024-0033,TXN_05094,CLIENT_045,2025-09-17,12,71370.53,CASH_DEPOSIT,UK,CRITICAL,0.8076915051512519,LARGE_TRANSFER|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 71,370.53); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.81).",1
AML-2024-0034,TXN_09628,CLIENT_027,2025-08-17,16,12178.19,CASH_WITHDRAWAL,Switzerland,CRITICAL,0.809638540661893,HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: high-risk jurisdiction (Switzerland - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.81).,1
AML-2024-0035,TXN_03044,CLIENT_004,2024-04-21,19,8984.75,CASH_DEPOSIT,USA,CRITICAL,0.8096872637574277,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,984.75 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.81).",1
AML-2024-0036,TXN_03709,CLIENT_007,2025-05-29,0,649.91,TRANSFER,Cayman Islands,CRITICAL,0.8099683322473313,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.81).,1
AML-2024-0037,TXN_09120,CLIENT_030,2024-08-09,16,83016.3,TRANSFER,Russia,CRITICAL,0.8116950385921367,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 83,016.30); high-risk jurisdiction (Russia - FATF monitored); ML high confidence (score: 0.81).",1
AML-2024-0038,TXN_08823,CLIENT_045,2024-03-24,4,7631.36,TRANSFER,UK,CRITICAL,0.8125504031127347,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,631.36 in threshold range); transaction outside business hours (04:00); ML high confidence (score: 0.81).",1
AML-2024-0039,TXN_08340,CLIENT_020,2025-12-02,12,31709.93,ONLINE_PAYMENT,Russia,CRITICAL,0.8129933557956632,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 31,709.93); high-risk jurisdiction (Russia - FATF monitored); ML high confidence (score: 0.81).",1
AML-2024-0040,TXN_06354,CLIENT_039,2025-05-03,12,49365.6,CASH_DEPOSIT,USA,CRITICAL,0.8143979452709084,LARGE_TRANSFER|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 49,365.60); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.81).",1
AML-2024-0041,TXN_00504,CLIENT_038,2024-11-04,0,4231.15,ONLINE_PAYMENT,Cayman Islands,CRITICAL,0.8166590194551854,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.82).,1
AML-2024-0042,TXN_02709,CLIENT_037,2025-04-29,11,9582.33,CASH_WITHDRAWAL,UK,CRITICAL,0.8169928740814079,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,582.33 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.82).",0
AML-2024-0043,TXN_09077,CLIENT_006,2025-12-20,21,83547.11,ONLINE_PAYMENT,Cayman Islands,CRITICAL,0.8175882343045429,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 83,547.11); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.82).",1
AML-2024-0044,TXN_01518,CLIENT_011,2025-04-25,2,3773.85,ONLINE_PAYMENT,Panama,CRITICAL,0.8189751931873056,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (02:00); high-risk jurisdiction (Panama - FATF monitored); ML high confidence (score: 0.82).,1
AML-2024-0045,TXN_06897,CLIENT_028,2024-12-01,2,1969.96,ONLINE_PAYMENT,Russia,CRITICAL,0.8198653592169594,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (02:00); high-risk jurisdiction (Russia - FATF monitored); ML high confidence (score: 0.82).,0
AML-2024-0046,TXN_01574,CLIENT_025,2024-08-23,0,2882.85,CASH_DEPOSIT,Panama,CRITICAL,0.8254549272839701,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (Panama - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.83).,0
AML-2024-0047,TXN_05744,CLIENT_041,2024-03-16,19,9975.35,CARD_PAYMENT,Switzerland,CRITICAL,0.7781559071441029,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,975.35 in threshold range); high-risk jurisdiction (Switzerland - FATF monitored); ML high confidence (score: 0.78).",0
AML-2024-0048,TXN_09521,CLIENT_015,2024-12-16,2,61708.44,CASH_DEPOSIT,Germany,CRITICAL,0.7783202536291608,LARGE_TRANSFER|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 61,708.44); transaction outside business hours (02:00); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.78).",1
AML-2024-0049,TXN_03175,CLIENT_049,2024-04-04,3,8079.4,ONLINE_PAYMENT,France,CRITICAL,0.8280804523080616,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,079.40 in threshold range); transaction outside business hours (03:00); ML high confidence (score: 0.83).",0
AML-2024-0050,TXN_05430,CLIENT_046,2024-03-07,5,7695.13,TRANSFER,UK,CRITICAL,0.8312126339990068,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,695.13 in threshold range); transaction outside business hours (05:00); ML high confidence (score: 0.83).",0
AML-2024-0051,TXN_00696,CLIENT_015,2025-01-02,12,8600.47,CASH_WITHDRAWAL,UK,CRITICAL,0.8334856838334911,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,600.47 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.83).",0
AML-2024-0052,TXN_08824,CLIENT_032,2025-04-26,13,9701.41,CASH_WITHDRAWAL,Germany,CRITICAL,0.8354686920324336,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,701.41 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).",0
AML-2024-0053,TXN_03604,CLIENT_011,2025-01-08,9,80513.38,CARD_PAYMENT,Switzerland,CRITICAL,0.8359595179908478,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 80,513.38); high-risk jurisdiction (Switzerland - FATF monitored); ML high confidence (score: 0.84).",1
AML-2024-0054,TXN_07026,CLIENT_012,2024-09-23,0,3851.13,CASH_DEPOSIT,Switzerland,CRITICAL,0.8366091612493652,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (Switzerland - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.84).,1
AML-2024-0055,TXN_04904,CLIENT_021,2024-09-01,5,63322.46,CASH_DEPOSIT,USA,CRITICAL,0.8370574387339147,LARGE_TRANSFER|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 63,322.46); transaction outside business hours (05:00); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.84).",1
AML-2024-0056,TXN_01267,CLIENT_008,2024-07-19,4,618.02,CASH_WITHDRAWAL,UAE,CRITICAL,0.8370789839308557,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (04:00); high-risk jurisdiction (UAE - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).,1
AML-2024-0057,TXN_03605,CLIENT_003,2025-07-28,0,689.56,ONLINE_PAYMENT,UAE,CRITICAL,0.8373483042973798,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.84).,1
AML-2024-0058,TXN_04042,CLIENT_027,2024-02-20,18,28297.26,CASH_WITHDRAWAL,British Virgin Islands,CRITICAL,0.8384302892496062,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 28,297.26); high-risk jurisdiction (British Virgin Islands - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).",1
AML-2024-0059,TXN_05498,CLIENT_018,2025-07-21,20,35167.75,CASH_DEPOSIT,Cayman Islands,CRITICAL,0.838662035413195,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 35,167.75); high-risk jurisdiction (Cayman Islands - FATF monitored); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.84).",1
AML-2024-0060,TXN_00043,CLIENT_043,2025-08-23,12,86169.89,TRANSFER,Switzerland,CRITICAL,0.8390102719376168,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 86,169.89); high-risk jurisdiction (Switzerland - FATF monitored); ML high confidence (score: 0.84).",1
AML-2024-0061,TXN_07999,CLIENT_004,2025-08-13,12,9506.65,CASH_WITHDRAWAL,UK,CRITICAL,0.8392183766559675,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,506.65 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).",1
AML-2024-0062,TXN_00594,CLIENT_050,2025-05-25,4,620.53,CASH_WITHDRAWAL,Russia,CRITICAL,0.840229698775737,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (04:00); high-risk jurisdiction (Russia - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).,1
AML-2024-0063,TXN_05911,CLIENT_010,2024-10-09,1,30383.74,ONLINE_PAYMENT,UK,CRITICAL,0.8069883440574049,LARGE_TRANSFER|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 30,383.74); transaction outside business hours (01:00); ML high confidence (score: 0.81).",1
AML-2024-0064,TXN_08623,CLIENT_026,2024-08-30,21,7724.96,ONLINE_PAYMENT,UAE,CRITICAL,0.8075620004402712,STRUCTURING|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 7,724.96 in threshold range); high-risk jurisdiction (UAE - FATF monitored); ML high confidence (score: 0.81).",1
AML-2024-0065,TXN_08064,CLIENT_006,2024-09-14,22,77475.49,CARD_PAYMENT,Cayman Islands,CRITICAL,0.8413739418840102,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 77,475.49); high-risk jurisdiction (Cayman Islands - FATF monitored); ML high confidence (score: 0.84).",1
AML-2024-0066,TXN_06853,CLIENT_043,2024-07-08,0,169.31,ONLINE_PAYMENT,Switzerland,CRITICAL,0.842012790297022,UNUSUAL_HOURS|HIGH_RISK_JURISDICTION|ML_HIGH_CONFIDENCE,Flagged because: transaction outside business hours (00:00); high-risk jurisdiction (Switzerland - FATF monitored); ML high confidence (score: 0.84).,1
AML-2024-0067,TXN_08917,CLIENT_035,2024-04-09,16,9593.77,CASH_WITHDRAWAL,UK,CRITICAL,0.8426976663658334,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,593.77 in threshold range); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).",1
AML-2024-0068,TXN_05614,CLIENT_004,2025-03-06,1,8708.45,CASH_DEPOSIT,Germany,CRITICAL,0.8434862333721597,STRUCTURING|UNUSUAL_HOURS|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,708.45 in threshold range); transaction outside business hours (01:00); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.84).",1
AML-2024-0069,TXN_05021,CLIENT_019,2025-01-12,10,68223.91,CASH_WITHDRAWAL,British Virgin Islands,CRITICAL,0.8449271337488723,LARGE_TRANSFER|HIGH_RISK_JURISDICTION|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 68,223.91); high-risk jurisdiction (British Virgin Islands - FATF monitored); cash-based transaction (CASH_WITHDRAWAL); ML high confidence (score: 0.84).",1
AML-2024-0070,TXN_08668,CLIENT_026,2025-01-07,4,8102.91,ONLINE_PAYMENT,UK,CRITICAL,0.845192681689321,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,102.91 in threshold range); transaction outside business hours (04:00); ML high confidence (score: 0.85).",1
AML-2024-0071,TXN_07482,CLIENT_024,2025-02-01,21,9988.42,CASH_DEPOSIT,UK,CRITICAL,0.8458654270257132,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,988.42 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.85).",1
AML-2024-0072,TXN_03002,CLIENT_014,2025-01-31,18,9509.93,CASH_DEPOSIT,USA,CRITICAL,0.8467982918803512,STRUCTURING|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 9,509.93 in threshold range); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.85).",0
AML-2024-0073,TXN_08972,CLIENT_011,2025-08-19,9,44420.67,CASH_DEPOSIT,Germany,CRITICAL,0.8472096113078136,LARGE_TRANSFER|CASH_TRANSACTION|ML_HIGH_CONFIDENCE,"Flagged because: unusually large transfer (GBP 44,420.67); cash-based transaction (CASH_DEPOSIT); ML high confidence (score: 0.85).",1
AML-2024-0074,TXN_05399,CLIENT_017,2024-01-20,5,8324.22,TRANSFER,France,CRITICAL,0.8472504076980195,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,324.22 in threshold range); transaction outside business hours (05:00); ML high confidence (score: 0.85).",0
AML-2024-0075,TXN_08218,CLIENT_026,2025-08-16,1,8141.17,WIRE_TRANSFER,France,CRITICAL,0.8478865114333552,STRUCTURING|UNUSUAL_HOURS|ML_HIGH_CONFIDENCE,"Flagged because: structuring pattern detected (GBP 8,141.17 in threshold range); transaction outside business hours (01:00); ML high confidence (score: 0.85).",0
